standard_id	audit_status	evidence_path	evidence_digest	audited_at	claim_ceiling_impact
clean-checkout-command-discovery	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
clean-room-rebuild-author-memory-independence	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
cli-control-plane-authority	pending	validator/src/cli/control/plane/proof/transaction.rs	sha256:bd5e197d0c7f7f39540683eb2038f3b82ad0bf2008e22230106606f8741ec8df	2026-07-14T17:37:26Z	completion, review, package, readiness, release, app-registry, reviewer-exposure, update_goal
cli-performance-latency-speed-iteration-fitness	pass	validator/src/audit/cli/performance.rs	sha256:2ce4e604b4adb706e672cf2139abb663702823ed31bb2ccd3014f2191ed63c70	2026-06-29T00:00:00Z	completion, routine usability, product readiness, package, readiness, release, update_goal
cli-self-law-compliance	pending	validator/src/cli/control/plane/proof/transaction.rs	sha256:bd5e197d0c7f7f39540683eb2038f3b82ad0bf2008e22230106606f8741ec8df	2026-07-14T17:37:26Z	completion, review, package, readiness, release, app-registry, reviewer-exposure, update_goal
compact-agents-routed-standards	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
conditional-observability-proof	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
config-precedence-defaults-env-indirection	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
connector-capability-discovery	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
coverage-proof-accountability	pending	scripts/check	sha256:6b20e52ef57bed8b40344dd4bb208e4903ed907004e8078bfa2aef8c0e16dfa9	2026-07-14T17:37:26Z	completion, coverage, release, production-readiness
coverage-scope-authority	pending	scripts/check-coverage-full	sha256:a936d8a7686038ea2be20197bcdd9ba9753a56d53d6023f7da89acf786dd6842	2026-07-14T17:37:26Z	completion, readiness, release, material-signoff, coverage
cross-artifact-consistency-solver-authority-graph-closure	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
current-product-discovery-audit-quality-in-use-evidence	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
derived-authority-recomputation	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
derived-authority-recomputation-named-authority-fallback-refusal	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
distinct-proof-surfaces-claim-ceilings	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
distribution-sharing-surface-claim-separation	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
documentation-freshness	pending	scripts/check-agent-standards	sha256:41c848ea277997f900430ebe72ef818b7ac3e2d1cc4b2d2ba0319d9781402810	2026-07-14T17:37:26Z	completion, documentation, orchestration
execplan-no-handback-prototype-promotion-discard	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
execplan-plain-language-expected-output-interface-completeness	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
failure-remediation-quality-agent-actionable-output	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
feedback-to-rule-promotion	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
forward-only-state-transition-integrity-silent-reopen-prevention	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
fresh-init-retrofit-mode-separation	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
fresh-retrofit-repo-shape	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
full-local-observability-stack-integration-non-opaque-failure	pass	validator/src/audit/observability/mod.rs	sha256:d2982eb379ba3386a9e5a2327976c0aac311e7122ede10d897c19cd68fb7f4c3	2026-07-03T10:37:16Z	final packet, review, package, readiness, release, completion, update_goal operating-loop/signal observability enforced
generated-proof-artifact-provenance-anti-fabrication	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
generated-ready-completion-receipts	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
goal-contract-amendment-authority-required-claim-id-mapping	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
green-path-adequacy-satisfiable-strictness	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
guardrail-speed-isolation-cache-honesty	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
harness-improvement-loop-trace-feedback-eval-codex-handoff	pass	validator/src/cli/improvement_loop/mod.rs	sha256:28971d4975d9a3b67d48b8c5eb14855a50f060008672dfe0bb2d2e5db912cb96	2026-07-03T10:37:16Z	completion, review, package, readiness, release, self_improving, update_goal
historical-regression-corpus-session-review-signals	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
human-audit-disposition-decomposition-judgment-claim-blocking	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
instruction-precedence-nested-agents-routing	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
issue-tracker-lifecycle-eligibility-terminal-state	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
lane-worktree-isolation-cleanup	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
live-beneficial-e2e	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
memory-wiki-context-only	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
namespace-progressive-disclosure	pending	validator/src/audit/namespace/law/mod.rs	sha256:6359fa4fc34b1c9da869ec638712ac68c94f27aacbab0012e79a8ce39cc6404a	2026-07-14T17:37:26Z	completion, review, package, readiness, release
non-e2e-claim-ceiling-confidence-bounds	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
offline-schema-catalog-resolver-portability	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
one-command-fresh-environment-bootstrap-concurrent-resource-allocation	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
openai-api-key-model-cost-external-ai-boundary	pending	validator/src/audit/openai/mod.rs	sha256:766037e15823b4c33f8aaacb5a25dd9a3cd0a22d692ec01fd237c764aa102c01	2026-07-14T17:37:26Z	completion, review, package, readiness, release, update_goal, model_output_authority, live_model_claim
orchestrator-state-machine	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
plugin-bundled-component-graph-hook-app-mcp-safety	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
plugin-flow-graph-package-dependency-closure-plugin-product-journey	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
plugin-install-surface-metadata-cache-enable-state	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
plugin-product-cohesion-authority	pass	docs/plugin-cohesion-manifest.json	sha256:556600fb012e2fdd1f6474346effb8cf157d3fcdcc7519cbb61aeacfe99e4309	2026-07-06T00:00:00Z	fit-repo, init, retrofit, product-cohesion, install, cache, app-registry
portable-non-prescriptive-adapter-implementation-choice	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
privacy-raw-artifact-boundary	pending	scripts/check-agent-standards	sha256:41c848ea277997f900430ebe72ef818b7ac3e2d1cc4b2d2ba0319d9781402810	2026-07-14T17:37:26Z	security, review, fixtures
product-cohesion-product-claims	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
product-live-surface-receipts	pending	scripts/check-agent-standards	sha256:41c848ea277997f900430ebe72ef818b7ac3e2d1cc4b2d2ba0319d9781402810	2026-07-14T17:37:26Z	recording, replay, transcript, product
product-proof-joins-substitution-blocking	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
product-strategy-positioning-research-eval-before-lane-planning	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
product-success-binding-goal-lane-execplan-authority	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
product-success-contract-initiation-authority	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
product-success-contract-review-packet-team-skill-routing	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
product-success-inspiration-source-provenance-disposition	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
product-success-lifecycle-transitions-no-late-afterthought	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
product-success-lineage-amendments-closed-product-claim-ids	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
purpose-backed-active-files	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
quality-score-taste-gates	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
raw-private-artifact-handling-category-only-evidence	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
repo-knowledge-index-core-beliefs	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
research-source-authority-article-to-law-integration	pass	validator/src/audit/research/mod.rs	sha256:75ee8bc32f916da5d7f73944d098d49ab85cd2ed0146bbedaad0a80f1aab0b52	2026-07-02T00:45:00Z	completion, review, package, readiness, release, update_goal
restartable-execplans	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
review-disagreement-override-judgment-boundary-governance	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
review-feedback-disposition-same-round-satisfaction	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
reviewer-to-gate-conversion	pending	scripts/check-agent-standards	sha256:41c848ea277997f900430ebe72ef818b7ac3e2d1cc4b2d2ba0319d9781402810	2026-07-14T17:37:26Z	review, completion
runtime-feasibility-cost-strict-gate-usability	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
runtime-tool-identity	pending	scripts/check-agent-standards	sha256:41c848ea277997f900430ebe72ef818b7ac3e2d1cc4b2d2ba0319d9781402810	2026-07-14T17:37:26Z	runtime, UI, product
rust-cache-no-cache-honesty	pass	validator/src/audit/rust/developer.rs	sha256:6d8078c3a4735c6fb9fcc855d24bfb310def1575fb85cf78cd51e399ae22925b	2026-06-29T00:00:00Z	routine usability, clean checkout, source, package, readiness, release, update_goal
rust-command-loop-authority	pass	validator/src/audit/rust/developer.rs	sha256:6d8078c3a4735c6fb9fcc855d24bfb310def1575fb85cf78cd51e399ae22925b	2026-06-29T00:00:00Z	completion, source, package, review, readiness, release, update_goal
rust-developer-experience-authority	pass	validator/src/audit/rust/developer.rs	sha256:6d8078c3a4735c6fb9fcc855d24bfb310def1575fb85cf78cd51e399ae22925b	2026-06-29T00:00:00Z	completion, review, package, readiness, release, product, update_goal
rust-memory-resource-discipline	pass	validator/src/audit/rust/developer.rs	sha256:6d8078c3a4735c6fb9fcc855d24bfb310def1575fb85cf78cd51e399ae22925b	2026-06-29T00:00:00Z	source, package, runtime, readiness, release, update_goal
rust-toolchain-substrate-authority	pass	validator/src/audit/rust/developer.rs	sha256:6d8078c3a4735c6fb9fcc855d24bfb310def1575fb85cf78cd51e399ae22925b	2026-06-29T00:00:00Z	completion, source, package, readiness, release, update_goal
scheduler-runner-tracker-boundaries	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
schema-evolution-receipt-migration-stale-version-invalidation	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
secret-token-boundaries	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
semantic-domain-type-naming	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
skill-catalog-context-budget-omission-warning	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
skill-local-reference-closure	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
skill-progressive-disclosure-metadata	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
source-card-freshness-ceiling	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
source-installed-cache-alignment	pending	scripts/check-agent-standards	sha256:41c848ea277997f900430ebe72ef818b7ac3e2d1cc4b2d2ba0319d9781402810	2026-07-14T17:37:26Z	install, cache, app visibility
source-obligation-parity-anti-bundling	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
stable-identifier-normalization-collision	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
standards-gardener-promotion	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
std-automation-001	pending	scripts/check-agent-standards	sha256:41c848ea277997f900430ebe72ef818b7ac3e2d1cc4b2d2ba0319d9781402810	2026-07-14T17:37:26Z	orchestration, automation, lane monitoring, completion
std-plans-001	pending	scripts/check-agent-standards	sha256:41c848ea277997f900430ebe72ef818b7ac3e2d1cc4b2d2ba0319d9781402810	2026-07-14T17:37:26Z	planning, orchestration, completion
std-product-fitness-001	pass	schemas/product-fitness-receipt.schema.json	sha256:e695adcc2388fc35f3a218d70da6e43232864f42115446fba6f925f8b24734e6	2026-06-29T00:00:00Z	product-fitness, product-readiness, release, daily-driver, material-signoff
subagent-custom-agent-sandbox-approval-inheritance	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
subagent-orchestration-explicitness-token-model-cost-result-reconciliation	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
target-repo-audit-capability	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
targeted-refactor-debt-removal-standards-gardener-cadence	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
template-generation-governance-template-creator-boundary	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
third-party-dependency-legibility-typed-adapters	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
total-authority-types-impossible-state-elimination	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
transcript-quality-reuse-gates	pending	scripts/check-agent-standards	sha256:41c848ea277997f900430ebe72ef818b7ac3e2d1cc4b2d2ba0319d9781402810	2026-07-14T17:37:26Z	transcript, replay, product
trust-boundary-abuse-path-failure-path-coverage	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
typed-records-over-prose	pending	validator/src/audit/mandatory/law/surfaces/mod.rs	sha256:fdeb93e7656cd724f885c7f7174caaa61b9de1839ffc08f80248e1020c58a826	2026-07-14T17:37:26Z	completion, review, package, readiness, release
validator-source-namespace-topology	pending	validator/src/audit/namespace/source/topology.rs	sha256:b579c4f8a541af8428efa5f5a401146f9c80b6a416e276855ba991ad1f1cee8e	2026-07-14T17:37:26Z	completion, review, package, readiness, release, cli-self-law, final-packet, update_goal
